(17, 9)
(18, 9)
(19, 9)
(20, 9)
(21, 9)
(17, 10)
(18, 10)
(19, 10)
(20, 10)
(21, 10)
(17, 12)
(18, 12)
(19, 12)
(20, 12)
(21, 12)
(17, 13)
(18, 13)
(19, 13)
(20, 13)
(21, 13)
(17, 14)
(18, 14)
(19, 14)
(20, 14)
(21, 14)
(17, 15)
(18, 15)
(19, 15)
(20, 15)
(21, 15)
(17, 16)
(18, 16)
(19, 16)
(20, 16)
(21, 16)
(18, 17)
(19, 17)
(16, 5)
(15, 4)
(17, 4)
(17, 5)
(18, 4)
(18, 5)
(19, 4)
(19, 5)
(20, 4)
(20, 5)
(21, 4)
(21, 5)
(22, 4)
(22, 5)
(23, 4)
(23, 5)
(24, 4)
(24, 5)
(25, 4)
(25, 5)
(14, 1)
(15, 1)
(14, 0)
(15, 0)
(14, -1)
(15, -1)
(14, -2)
(15, -2)
(13, 1)
(13, 0)
(13, -1)
(13, -2)
(12, 1)
(12, 0)
(12, -1)
(12, -2)
(11, 1)
(11, 0)
(11, -1)
(11, -2)
(10, 1)
(10, 0)
(10, -1)
(10, -2)
(9, 1)
(9, 0)
(9, -1)
(9, -2)
(8, 1)
(8, 0)
(8, -1)
(8, -2)
(16, 1)
(16, 0)
(16, -1)
(16, -2)
(17, 1)
(17, 0)
(17, -1)
(17, -2)
(18, 1)
(18, 0)
(18, -1)
(18, -2)
(19, 1)
(19, 0)
(19, -1)
(19, -2)
(20, 1)
(20, 0)
(20, -1)
(20, -2)
(21, 1)
(21, 0)
(21, -1)
(21, -2)
(22, 1)
(22, 0)
(22, -1)
(22, -2)
(23, 1)
(23, 0)
(23, -1)
(23, -2)
(24, 1)
(24, 0)
(24, -1)
(24, -2)
(21, 18)
(21, 19)
(22, 18)
(22, 19)
(23, 18)
(23, 19)
(24, 18)
(24, 19)
(26, 4)
(26, 5)
(27, 4)
(27, 5)
(28, 4)
(28, 5)
(29, 4)
(29, 5)
(30, 4)
(30, 5)
(31, 4)
(31, 5)
(26, 6)
(27, 6)
(28, 6)
(29, 6)
(30, 6)
(31, 6)
(26, 7)
(27, 7)
(28, 7)
(29, 7)
(30, 7)
(31, 7)
(26, 8)
(27, 8)
(28, 8)
(29, 8)
(30, 8)
(31, 8)
(26, 3)
(27, 3)
(28, 3)
(29, 3)
(30, 3)
(31, 3)
(26, 2)
(27, 2)
(28, 2)
(29, 2)
(30, 2)
(31, 2)
(26, 1)
(27, 1)
(28, 1)
(29, 1)
(30, 1)
(31, 1)
(26, 0)
(27, 0)
(28, 0)
(29, 0)
(30, 0)
(31, 0)
(26, -1)
(27, -1)
(28, -1)
(29, -1)
(30, -1)
(31, -1)
(26, -2)
(27, -2)
(28, -2)
(29, -2)
(30, -2)
(31, -2)
(28, 9)
(29, 9)
(28, 10)
(29, 10)
(28, 11)
(29, 11)
(28, 12)
(29, 12)
(28, 13)
(29, 13)
(27, 10)
(27, 11)
(27, 12)
(26, 10)
(26, 11)
(26, 12)
(25, 10)
(25, 11)
(25, 12)
(30, 10)
(30, 11)
(31, 10)
(31, 11)
(32, 10)
(32, 11)
(33, 10)
(33, 11)
(34, 10)
(34, 11)
(35, 10)
(35, 11)
(36, 10)
(36, 11)
(37, 10)
(37, 11)
(34, 9)
(35, 9)
(34, 8)
(35, 8)
(34, 7)
(35, 7)
(34, 6)
(35, 6)
(34, 5)
(35, 5)
(34, 4)
(35, 4)
(34, 3)
(35, 3)
(34, 2)
(35, 2)
(34, 1)
(35, 1)
(34, 0)
(35, 0)
(34, -1)
(35, -1)
(34, -2)
(35, -2)
(33, -1)
(33, -2)
(36, -1)
(36, -2)
(37, -1)
(37, -2)
(33, 2)
(33, 1)
(32, 2)
(32, 1)
(36, 2)
(36, 1)
(37, 2)
(37, 1)
(38, 2)
(38, 1)
(33, 8)
(33, 7)
(33, 6)
(33, 5)
(33, 4)
(36, 8)
(36, 7)
(36, 6)
(36, 5)
(36, 4)
(37, 8)
(37, 7)
(37, 6)
(37, 5)
(37, 4)
(28, 14)
(29, 14)
(28, 15)
(29, 15)
(28, 16)
(29, 16)
(28, 17)
(29, 17)
(28, 18)
(29, 18)
(28, 19)
(29, 19)
(28, 20)
(29, 20)
(28, 21)
(29, 21)
(28, 22)
(29, 22)
(28, 23)
(29, 23)
(27, 14)
(27, 15)
(27, 16)
(27, 17)
(27, 18)
(27, 19)
(27, 20)
(27, 21)
(27, 22)
(27, 23)
(26, 14)
(26, 15)
(26, 16)
(26, 17)
(26, 18)
(26, 19)
(26, 20)
(26, 21)
(26, 22)
(26, 23)
(25, 14)
(25, 15)
(25, 16)
(25, 17)
(25, 18)
(25, 19)
(25, 20)
(25, 21)
(25, 22)
(25, 23)
(30, 14)
(30, 15)
(30, 16)
(30, 17)
(30, 18)
(30, 19)
(30, 20)
(30, 21)
(30, 22)
(30, 23)
(31, 14)
(31, 15)
(31, 16)
(31, 17)
(31, 18)
(31, 19)
(31, 20)
(31, 21)
(31, 22)
(31, 23)
(33, 14)
(33, 15)
(33, 16)
(33, 17)
(33, 18)
(33, 19)
(33, 20)
(33, 21)
(33, 22)
(33, 23)
(32, 14)
(32, 15)
(32, 16)
(32, 17)
(32, 18)
(32, 19)
(32, 20)
(32, 21)
(32, 22)
(32, 23)
(34, 14)
(34, 15)
(34, 16)
(34, 17)
(34, 18)
(34, 19)
(34, 20)
(34, 21)
(34, 22)
(34, 23)
(35, 18)
(35, 19)
(36, 18)
(36, 19)
(37, 18)
(37, 19)
(38, 18)
(38, 19)
(39, 18)
(39, 19)
(40, 18)
(40, 19)
(41, 18)
(41, 19)
(42, 18)
(42, 19)
(43, 18)
(43, 19)
(44, 18)
(44, 19)
(45, 18)
(45, 19)
(46, 18)
(46, 19)
(41, 21)
(42, 21)
(43, 21)
(44, 21)
(45, 21)
(46, 21)
(42, 20)
(43, 20)
(45, 20)
(46, 20)
(41, 20)
(44, 20)
(44, 17)
(45, 17)
(46, 17)
(41, 17)
(42, 17)
(43, 17)
(41, 16)
(42, 16)
(43, 16)
(44, 16)
(45, 16)
(46, 16)
(44, 15)
(43, 15)
(43, 14)
(44, 14)
(44, 13)
(43, 13)
(45, 14)
(45, 13)
(42, 14)
(42, 13)
(41, 14)
(41, 13)
(40, 14)
(40, 13)
(39, 14)
(39, 13)
(38, 14)
(38, 13)
(37, 14)
(37, 13)
(36, 14)
(36, 13)
(39, 15)
(38, 15)
(37, 15)
(36, 15)
(39, 16)
(38, 16)
(37, 16)
(36, 16)
(43, 12)
(44, 12)
(43, 11)
(44, 11)
(43, 10)
(44, 10)
(44, 9)
(43, 9)
(44, 8)
(43, 8)
(43, 7)
(44, 7)
(45, 11)
(45, 10)
(46, 11)
(46, 10)
(47, 11)
(47, 10)
(48, 11)
(48, 10)
(49, 11)
(49, 10)
(50, 11)
(50, 10)
(47, 12)
(48, 12)
(49, 12)
(50, 12)
(47, 13)
(48, 13)
(49, 13)
(50, 13)
(47, 14)
(48, 14)
(49, 14)
(50, 14)
(47, 9)
(48, 9)
(49, 9)
(50, 9)
(47, 8)
(48, 8)
(49, 8)
(50, 8)
(47, 7)
(48, 7)
(49, 7)
(50, 7)
(42, 9)
(42, 8)
(41, 9)
(41, 8)
(40, 9)
(40, 8)
(39, 9)
(39, 8)
(41, 7)
(40, 7)
(41, 6)
(40, 6)
(41, 5)
(40, 5)
(41, 4)
(40, 4)
(41, 3)
(40, 3)
(41, 2)
(40, 2)
(41, 1)
(40, 1)
(41, 0)
(40, 0)
(39, 3)
(39, 2)
(39, 1)
(39, 0)
(42, 3)
(42, 2)
(42, 1)
(42, 0)
(43, 6)
(43, 5)
(44, 6)
(44, 5)
(45, 6)
(45, 5)
(44, 4)
(45, 4)
(44, 3)
(45, 3)
(44, 2)
(45, 2)
(44, 1)
(45, 1)
(44, 0)
(45, 0)
(46, 4)
(46, 3)
(46, 2)
(46, 1)
(46, 0)
(47, 4)
(47, 3)
(47, 2)
(47, 1)
(47, 0)
(48, 4)
(48, 3)
(48, 2)
(48, 1)
(48, 0)
(49, 4)
(49, 3)
(49, 2)
(49, 1)
(49, 0)
(50, 4)
(50, 3)
(50, 2)
(50, 1)
(50, 0)
(47, 6)
(48, 6)
(49, 6)
(50, 6)
