15|3|7|1,629
14|2|0|0
14|2|1|0
14|2|2|0,9
14|2|3|7,352279
14|2|4|9,40305
14|2|5|8,51647
14|2|6|0
14|2|7|7,352279
14|3|0|1,629
14|3|1|0
14|3|2|5,326371
14|3|3|5,655407
14|3|4|0
14|3|5|0
14|3|6|0
14|3|7|0
13|2|0|9,899856
13|2|1|9,998875
13|2|2|9,988518
13|2|3|9,841584
13|2|4|9,999992
13|2|5|9,99833
13|2|6|9,720872
13|2|7|9,989852
13|3|0|0
13|3|1|0
13|3|2|5,422009
13|3|3|0
13|3|4|0
13|3|5|0
13|3|6|3,945339
13|3|7|0
12|2|0|4,493313
12|2|1|0
12|2|2|3,980404
12|2|3|0
12|2|4|0
12|2|5|0
12|2|6|0
12|2|7|0
12|3|0|0
12|3|1|4,350267
12|3|2|0,9
12|3|3|4,423717
12|3|4|7,369257
12|3|5|0
12|3|6|0
12|3|7|0
11|3|0|0
11|3|1|0
11|3|2|0
11|3|3|0
11|3|4|0
11|3|5|0,9
11|3|6|0
11|3|7|0
11|4|0|0
11|4|1|0
11|4|2|1,719
11|4|3|0
11|4|4|0
11|4|5|0
11|4|6|0
11|4|7|0
12|4|0|0
12|4|1|0
12|4|2|0,9
12|4|3|0
12|4|4|0
12|4|5|0
12|4|6|0
12|4|7|0
